Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
"How the fuck do we live our lives admiring everybody that ever just did something to win it , then be afraid to even try to do it yourself",1,0,1,1,0,0,0,0,0,0,0
Saga : when all of your devices and teles fail just in time for bake off panic gbbo,1,0,0,1,0,0,0,0,0,0,0
So going to local news immediately after designatedsurvivor turns out to be a smooth transition ' Chaos a raging fire  ' media,1,0,1,0,0,0,0,0,0,0,0
My wasp sting is so itchy,1,0,1,0,0,0,0,0,1,0,0
Why you got ta use the dark skin emoji offended,1,0,0,0,0,0,0,0,0,0,0
I was pretty sure it was a golden ticket get a tour make a mistake something horrific will happen to you good day sir,1,0,0,0,0,0,0,1,1,0,0
Now this is getting out of hand i am freaked out by this death  and i am god momma Grendel intimidation,1,0,1,1,0,0,0,0,1,0,0
Nature looks a lot greener on gloomy dayz,0,1,0,0,1,0,1,0,0,0,0
Like going to a so called cardiac arrest that turned out to be a cut finger fuming medchat,1,0,1,0,0,0,0,0,0,0,0
Holy shit  what the hell happened to your lips fix that shit mtv teenmom,1,0,1,0,0,0,0,0,1,0,0
"But if you wish to live bitter because your guilty conscience made you think it applied to you as well then that is on you , i am not sorry",1,1,0,0,0,0,1,0,0,0,0
When you find out the initiative is not even a thing revenge,1,0,1,0,0,0,0,0,0,0,0
I dread this drive every wednesday,0,0,1,1,0,0,0,0,1,0,0
The fact that youre nervous makes me want to crawl in a hole,0,0,1,1,0,0,0,0,0,0,0
Complained then while his head and then called do not despair of god is mercy if you did sins go back to him and ask his forgiveness,0,0,0,0,0,0,1,0,0,0,0
Person of renown cheerful expectation solutions-pleasure principle back : hsnhzmjsc,0,0,0,0,1,0,1,0,0,0,0
"The man who is a pessimist before 48 knows too much , if he is an optimist after it , he knows too little. ' - Mark twain",0,0,0,0,0,0,1,1,0,0,1
The sober equivalent of being in a bar women is restroom is the salon everyone compliments each other and become friends i love it,0,0,0,0,1,1,1,0,0,0,0
Circle k is dead to me i hate your new slushie machine livid,1,0,1,1,0,0,0,0,0,0,0
Have the producers of ever been outside of their country these are universal problems worldwide,1,1,1,0,0,0,0,0,0,0,0
How could i work with serious,1,0,1,0,0,0,0,1,0,0,0
"The grave of a beat , a bravehearted cave lover , cage lover , sage lover who made soup of you , twisted to spoony melancholy , spikes , spices",0,1,0,0,1,0,1,0,0,0,0
My heart goes out to that woman for the indignity of what she is sitting through,0,0,0,0,0,1,0,0,1,0,0
A2 : irritation and isolation lifenabler,1,0,1,0,0,0,0,0,1,0,0
So what you mean to tell me is that  glee is   getting less     gleeful,0,1,1,0,1,0,0,0,0,0,0
Awe i love you twoo come adventure with me someday,0,0,0,0,1,1,0,0,0,0,0
How did ryan murphy create both ahs and glee so different,0,1,0,0,0,0,0,0,0,1,0
"Happiness recipe : an open mind , laughter , a kind heart and",0,0,0,0,1,1,1,0,0,0,0
"Less sugar , more  less soda , more  less worry , more  less words , more ",0,0,0,0,1,0,1,0,0,0,1
She is just jealous and a cry baby bitter gladsheisgone crybaby,1,0,0,0,0,0,0,0,1,0,0
Yay bmth canceled melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm sad angry,1,0,1,0,0,0,0,0,1,0,0
Even the painting is orange terrible election2016,1,0,1,0,0,0,0,0,0,0,0
Might be the pout of a star baker tho,0,1,0,0,1,0,0,0,0,0,0
"Taurus , for the most part , you have perfect control over your emotions and you are careful not to be so sulky around anyone",0,0,0,0,0,0,1,0,0,0,0
Honestly do not know why i am so unhappy most of the time i just want it all to stop : ( unhappy depression itnevergoes,0,0,1,0,0,0,0,1,1,0,0
"So is cheerfulness , or a good temper , the more it is spent , the more remains ralph waldo emerson",0,0,0,0,1,0,1,0,0,0,1
Oh so that is where brian was where was my invite,1,1,0,0,0,0,0,0,0,0,0
Houston might lose a coach tomorrow or by midnight yikes offense,1,0,1,1,0,0,0,0,0,0,0
I freaking hate working with word on my phone rage write writing writerslife writerproblems writer,1,0,1,0,0,0,0,1,1,0,0
Not brilliant lol hoping seeing my horse tomorrow will cheer me up equestrianhour,0,0,0,0,1,0,1,0,0,0,0
A not turning up why am i not surprised late for work again,1,0,0,0,0,0,0,0,0,1,0
Nothing more entertaining and frightening than a bitter alcoholic trying desperately to get your attention  ,1,0,0,1,1,0,0,0,0,0,0
"Mm , okay ham for you and turkey for me ' gives his hair a ruffle before heading back in the kitchen to set out the > >",0,0,0,0,1,0,1,0,0,0,1
"And republicans , you , namely graham , flake , sasse and others are not safe from my wrath , hence that hillary hiney-kissing ad i saw about you",1,0,0,0,0,0,0,0,1,0,0
When my life became such a concern to irrelevant ass people i shall never know,1,0,1,0,0,0,0,0,0,0,0
Sam dyson is probably having flashbacks right about now,0,1,0,0,0,0,0,0,1,0,0
"The house no longer echoes with our laughter we light up our memories of the home and sit in the cold , waiting amwriting nostalgia",0,0,0,0,1,0,0,0,1,0,0
We worship at your feet where wrath and mercy meet and a guilty world is washed by love is pure stream � Graham kendrick,0,0,0,0,0,1,1,0,0,0,1
Think they re dating guys nervous bodybuilding with follow4follow megaphone xx number nierstein,0,0,0,1,0,0,0,0,0,0,0
"Tesco why oh why cant my visa electron be accepted on line , i am 55 , not 15 shocking",1,0,1,0,0,0,0,0,0,1,0
Bed done  floor will be done last  curtains a-hah ' she tried to sound all happy and cheery but she really wasn't. --,0,0,0,0,1,0,0,0,1,0,0
By all accounts he was poor first half started showboating once game was safe bully,1,0,1,0,0,0,0,0,0,0,0
Gosh anxiety attacks turning into panic attacks are fucking ugly ,1,0,0,1,0,0,0,0,0,0,0
Can i just sulk in peace,0,0,0,0,0,0,0,0,1,0,0
Just terrible from the cats there wow aflcatsswans,1,0,1,0,0,0,0,0,1,0,0
Wishing i was rich so i didnt have to get up this morning poor sleepy restless sad needsmoresleep,1,0,1,0,0,0,0,0,1,0,0
"Eric could not help but laugh , though that made him wince in pain it hurt a lot he just wanted to sit down somewhere �",0,0,1,0,0,0,0,1,1,0,0
Good morning joyful people choose happiness to have a great day today morning joyful happiness grandmercurejktkemayoran,0,0,0,0,1,0,1,0,0,0,0
Time to go hit up the library i have a lovely pile of book reservations to collect this morning  books reading,0,1,0,0,1,0,1,0,0,0,0
"Wants body to look a certain way* *eats 3 cookies , mac n cheese , kitchen sink , and small neighbor child*",0,0,0,0,1,1,0,1,1,0,0
Petrify me in the fossil type of way,0,0,0,1,0,0,0,0,0,0,0
Huns are like a box of coffee revels horrible,1,0,1,0,0,0,0,0,0,0,0
Donald trump in the white house,0,0,0,0,0,0,0,0,0,0,0
Let them know it is the blues,0,0,0,0,0,0,0,0,1,0,0
"Good job texas for saying no to obama for refugees who could be terrorists wakeup , america stop terrorism pray",1,0,1,1,0,0,1,0,1,0,0
Dammit whays going on lol smh mobilefails,1,0,1,0,0,0,0,0,1,0,0
"Gabriel would eventually start frowning , gaining conciousness which was apparently really painful by how tears formed in the --",0,0,0,0,0,0,0,0,1,0,0
"I know few will mourn the loss of stitch is great escape , but  see , this is the kind of cost-cutting at parks i really do not care for",0,1,1,0,0,0,0,0,0,0,0
Mirana told me to shut up when i was singing along to glee ,1,0,1,0,0,0,0,0,1,0,0
I do not read articles by people who rage about how horrible ' Cybernats ' are got it,1,0,1,0,0,0,0,0,0,0,0
Another day another flight i swear my last ever flight you take the love out of flying easyjet alwaysdelayed,1,0,1,0,0,0,0,0,0,0,0
"Ok this movie was good in it is time , and whilst we were young  still enjoy a shy ethan hawk beforesunrise",0,0,0,0,1,0,1,0,0,0,0
Gameday vs buford today at 5 at home never been so excited,0,1,0,0,1,0,1,0,0,0,0
With their faggy colors are nice ' is ok too even tho some might take offense because words lol,0,0,0,0,1,0,1,0,0,0,0
"Can elliot friedman please stop talking , you are clueless you have not seen the ball since the kickoff mope",1,0,1,0,0,0,0,0,0,0,0
I am a shy person,0,0,0,0,0,0,0,0,1,0,0
Like he really just fucking asked me that,1,0,1,0,0,0,0,1,0,0,0
"God , i have been so physically weak the whole day so much shaking : (",0,0,0,1,0,0,0,1,1,0,0
Wtf allows gym bully atmosphere jumpship nasty atmosphere unprofessional,1,0,1,0,0,0,0,1,0,0,0
I have contacted service whathappenedtocustomerservice,1,0,1,0,0,0,0,0,0,0,0
"Although this is my best semester so far , this is also my most depressing because i am constantly reminded that i am not meant for greatness",0,0,0,1,0,0,0,1,1,0,0
I am their fury i am their patience i am a conversation,1,1,0,0,0,1,0,0,1,0,1
Has providing customers w/equipment that does not deliver speeds of internet services that they have been charging unhappy scam,1,0,1,0,0,0,0,0,1,0,0
Been sober for days lmao,0,0,0,0,1,0,1,0,0,0,0
You make me happy,0,0,0,0,1,1,1,0,0,0,0
Broadband is shocking regretting signing up now shouldofgonewithvirgin,0,0,1,0,0,0,0,0,0,1,0
I can see how this will end in all its bitter tragedy i shall give you all i have to spend and you shall give nothing back to me,1,0,1,0,0,0,0,1,1,0,0
"In 2016 , black people are still fighting to be recognized as human beings cantsleep",1,0,1,0,0,0,0,0,1,0,0
A laurel and hearty handshake,0,0,0,0,1,0,1,0,0,0,0
"Is it me , or is ding wearing the look of a man who is just found his arch enemy in bed with his missus angryman",1,0,1,0,0,0,0,0,0,0,0
"If you ai not watching sugarboy on hulu , then you ai not shit hilarious hahaha",0,0,0,0,1,0,1,0,0,0,0
I am honored to take on such a role in their joyous day hopefully i do not fuck it up,0,1,0,1,1,0,1,0,0,0,0
Editing a father of the bride speech at 3 minutes in she tells him to wrap it up he goes on for 12 more minutes nightmare,0,0,0,1,0,0,0,0,0,0,0
Oh i get i see it is texastech playing tonight not the texans tnf texansarebad,0,1,1,0,0,0,0,0,0,0,0
U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself at almost 3am  pensive,0,0,0,1,0,0,0,0,1,0,0
"They ai not going away , and i do not want to see them hurt , changing hearts/minds is really our only option , no",0,0,0,0,0,0,0,1,1,0,0
Can understand fear factor but why support a company that wants to reduce your own to status of a needy ,0,0,0,0,0,0,0,0,0,0,0
Pastor 15 feet away from shooting victim during protest says he is skeptical of official story shocking charlotteprotest charlotteriot,1,0,1,0,0,0,0,0,0,1,0
Im having the worst week ever and i cant even go home yet to just sulk in my bed,0,0,0,0,0,0,0,1,1,0,0
My first time in slough so checked out the new station floor sad lifeontheroad,0,0,0,0,0,0,0,0,1,0,0
"I walked 3 miles today , the most i have walked since i got rhabdo going back to work  here is to hoping it goes okay",0,1,0,1,1,0,1,0,0,0,1
"I worry about typos in any email to simon , draft attached or not ",0,1,0,1,0,0,0,0,1,0,0
Happy happyy happyy haappyy birthday best friend love you lots chapter22 bdaygirl love,0,0,0,0,1,1,0,0,0,0,0
Why did alex just growl at ,0,0,0,0,0,0,0,0,0,1,0
Lets get this astros/a is game going already we are going to need all 5 of you in attendance to cheer the a is to victory,0,0,0,0,1,0,0,0,0,0,0
I went to this sushi spot and they had tobi and an anbu mask hung on the wall behind them i will start going there even tho i do not eat seafood,0,1,0,0,1,0,1,0,0,0,0
Snap music kept me from running into traffic 2005-2007,0,1,0,0,0,0,0,0,0,0,0
And naoto nod she also like tha bands but she also frown ' Will the bands ' Papa roach ' be at concert  ',0,1,0,0,0,0,0,0,0,0,0
Are belittling kitty straight a service provoke lift aboard : wycelv,0,1,0,0,0,0,0,0,0,0,0
"You make my heart shake , bend and break '",0,0,1,0,0,1,0,1,1,0,0
A night where depression is winning  depression fml help,0,0,0,1,0,0,0,0,1,0,0
Just love matthew parris political rage is good,0,0,0,0,0,1,1,0,0,0,0
Happy birthday jin young princejinyoungday happyjinyoungday got7 birthday,0,0,0,0,1,1,0,0,0,0,0
"If it hurts too much to eat , i read somewhere that marshmallows are good bc they are soft and do not irritate",1,0,0,0,0,0,0,0,0,0,0
You are sadly mistaken if you think i would make a tweet for an isolated comment by a random twitter user,1,0,1,0,0,0,0,0,1,0,0
These mets know how to give someone anxiety mets lgm anxiety,0,0,1,1,0,0,0,0,0,0,0
Because you offended by the lies of alexandria goddard does not mean that i am deric is friend or anything else purely a fishin expedition,1,0,1,0,0,0,0,0,0,0,0
"Hopefully next time we play a l1 team , 1 of the players scores , takes his shirt off andjumps into away end purely to wind up the joyless cunts",1,0,0,0,1,0,1,0,0,0,0
No wonder kelvin and chris are smiling,0,0,0,0,1,1,1,0,0,0,0
So rangers v celtic ll,0,0,0,0,1,0,0,0,0,0,0
Plus why did i have a baby 4 days before christmas this is gon na haunt me forever,1,0,0,1,0,0,0,0,1,0,0
"Terencecutcher tulsa the man onthe helicopter said he looks like a bad dude , that is the problem , when they see black they see bad , sad",0,0,0,0,0,0,0,1,1,0,0
Exactly what i have been saying on ,0,1,1,0,0,0,0,1,1,0,0
Just got back from seeing in burslem amazing face still hurts from laughing so much hilarious,0,0,0,0,1,0,1,0,0,0,0
"Timid but determined version of the rabid beasts beyond the land growling beneath my restrained breath , i //rip// myself --",1,0,1,0,0,0,0,0,0,0,0
"When life shows you have a hundred reasons to cry , show it that you have a hundred and one reasons to smile quotes",0,0,0,0,0,0,1,0,0,0,0
Stephen king never once spoke out about how the left crushes freespeech in publishing  trump scifi ccot p2,1,0,1,0,0,0,0,0,0,0,0
"How wonderful to see a show with a token man for once glasgowgirls was uproarious , gleeful , important and uplifting go see",0,1,0,0,1,0,0,0,0,0,0
"Give it up gas , i do not hate u , i just do not respect ur rudeness",1,0,1,0,0,0,0,0,1,0,0
The majority of my clients have family/ partner/ day job/ life and write their beautiful books gratitude hardwork,0,0,0,0,1,0,1,0,0,0,0
Great to have you as our tournament chair and award was serious,0,0,0,0,1,0,0,0,0,1,0
Totes had to re-listen to the endless hilarity that was tom odell is 'raar ' this morning,0,0,0,0,1,0,1,0,0,0,0
Today has dragged on restless,1,0,1,1,0,0,0,1,1,0,0
Yay bmth canceled melbourne show fanfuckingtastic just lost a days pay and hotel fees not happy atm sad,1,0,1,0,0,0,0,0,1,0,0
"Vs atlanta this yr , 2 11 vs rockies and dbacks this yr. that is a combined 11 20 vs 3 atrocious teams in nl",0,1,0,0,0,0,0,0,0,0,0
Same i always say it was the best time of my life i closed my store down and it was so depressing,0,0,0,0,0,0,0,0,1,0,0
Tend to them he is going to get infections he is frowning and looking down as he does this it must hurt damn ],1,0,1,0,0,0,0,0,1,0,0
"Never thought an angry oompa loompa would be my boggart , but there you have it boggart presidenttrump nightmare",1,0,1,1,0,0,0,0,0,0,0
I really enjoyed both episodes i had a bit of a gloomy day today but i feel a sense of inspiration from listening,0,0,0,0,1,1,1,0,0,0,0
"The book that can start improving your relationship tonight taking you on a journey of fun , laughter , romance and metaphysics htt�",0,0,0,0,1,1,1,0,0,0,0
Going to get myself a copy of is cujo for an upcoming project that i can not talk about just yet horror amwriting,0,1,0,1,0,0,0,0,0,0,0
And here we go again,0,1,0,0,0,0,0,1,1,1,0
All hell is breaking loose in charlotte charlotteprotest looting,1,0,1,1,0,0,0,0,0,0,0
How long will they mourn me,0,0,0,0,0,0,0,1,1,0,0
Melissa benoist and grant gustin have to do a musical crossover episode glee origins arrowverse,0,1,0,0,1,0,1,0,0,0,0
Love love love fun relaxationiskey,0,0,0,0,1,1,0,0,0,0,0
"Though lately with how bad my depression has been i feel like my body is like just , taking what little it can get",0,0,0,0,0,0,0,1,1,0,0
"He might donate the money but it wo not stop shit , pessimist",1,0,1,0,0,0,0,1,0,0,0
I am about to block everyone everywhere posting about the storm i think everyone is aware of the damn rain and what not so quit damn,1,0,1,0,0,0,0,0,1,0,0
"Every time a new anthony weiner revelation breaks , bill clinton says a prayer of thanks that texting/ D Ming did not exist in his heyday",0,0,1,0,0,0,0,0,0,0,0
After what just happened in need to smoke burning,1,0,1,0,0,0,0,0,1,0,0
Which one   one where u threaten violence or the phedophiliac u support or the constitution violations he proposes,1,1,1,1,0,0,0,0,0,0,0
"The animosity toward hillary comes from conspiracy theories and perception , the animosity toward trump is based on what he says and does",1,0,1,0,0,0,1,0,0,0,0
Lethalweapon a suicidal vet with ptsd  so fucking funny  let the hilarity begin ,0,0,0,0,1,0,0,0,0,0,0
"What the fuck am i supposed to do with no lunch , no dinner , no money and i am off to work furious hangry day5",1,0,1,0,0,0,0,0,1,0,0
Sorry to burst your bubble but it is not that century anymore welcome to the 21st century,0,1,0,0,0,0,1,0,0,0,0
"Rather someone that could help her concern clouded her green eyes , not once having seen a girl alone in the woods and �",0,1,0,1,0,0,0,0,1,1,0
I am very shy irl and lately i feel like everyone is doing their own thing and i do not fit in anywhere and i feel lonely : (,0,0,0,1,0,0,0,1,1,0,0
"You know , you are pro-actively playful you want to press your boobs into my face , tatenashi i am not saying no , though =3",0,1,0,0,1,0,0,0,0,0,0
Im honestly offended,1,0,1,0,0,0,0,0,1,0,0
I have not watched my favorite youtubers in months and it is honestly made my depression so much worse,0,0,0,0,0,0,0,1,1,0,0
I am going to make it my life is mission to discourage anyone from using they will rob you blind,1,0,1,0,0,0,0,0,0,0,0
Misery loves company the church ought to be a place where it finds  - Pastor kris theobald joy rejoice,0,0,0,0,1,0,1,0,0,0,1
My cell wo not hold a charge sadness so should i ,0,0,0,0,0,0,0,1,1,0,0
How long ago was that ( i shudder to think ),0,0,1,1,0,0,0,0,0,0,0
"Smh , remove ideologically bankrupt and opportunistic establishment now they are burning all bridges and social contracts",1,0,1,0,0,0,0,0,0,0,0
Had a great time at skywalkers open gym tonight come our every wednesday from 7-8 in hillsboro and train with us opengym cheer tumbling,0,0,0,0,1,0,1,0,0,0,0
"It is not just a treat for viewers to watch u as janak , it is simply a treat for our soul , mind , thoughts hearty respect",0,1,0,0,1,1,1,0,0,0,0
Well cucks among her ranks agree equally about their outrage of black youths shot and harambe,1,0,1,0,0,0,0,1,0,0,0
"My two older boys were elated , my toddler was terrified i have pics of his poor little face peeping through the hole in the basket",0,0,0,1,0,0,0,1,0,0,0
This shit hurting my heart that is how serious it is,1,0,0,0,0,0,0,0,1,0,0
I offered gold or silver but they said nah  bitcoin,0,0,1,0,0,0,0,0,0,0,0
Quinn is short hair makes me sad glee,0,0,0,0,0,0,0,0,1,0,0
"This would be the height of hilarity , were it not for the fact that the adult swan is highly likely to attack",0,0,0,0,1,0,0,0,0,0,0
"Bad news fam , life is still hard and awful depression atleast Ihave Buffy",0,0,0,1,0,0,0,1,1,0,0
"But is it your fault you worked hard and stayed the course until eventually it all paid off , no so let it be known and count up",1,0,0,0,0,0,1,0,0,0,0
They are revolting,1,0,1,0,0,0,0,0,1,0,0
I still respect you i suppose there is so little to be gleeful about these days so take what you can good for you,0,0,0,0,1,0,1,0,0,0,1
I was in the dark room for 58 minutes and failed every time i tried developing a photo i am so frustrated with myself : ' ),1,0,1,0,0,0,0,0,1,0,0
"Another joyful encounter in tribez and castlez i just met mouchole , ogre cook do you want to know who that is download the game and find ",0,1,0,0,1,0,1,0,0,0,0
We ashamed of being an ally to you pakistan sacrificed almost 500 civilians by siding you in war on terror,1,0,0,1,0,0,0,0,0,0,0
Sioux valley wins home competitive cheer invite with a score of 158  dell rapids second at 138,0,0,0,0,1,0,0,0,0,0,0
Twd comes on soon happy,0,0,0,0,1,0,0,0,0,0,0
Interesting topic this evening  sadness and low mood mhchat,0,0,0,0,0,0,0,0,1,0,0
Yeah tonight it is time for the weekend mix with and set your alarm for 8pm house deephouse ibiza,0,1,0,0,1,0,0,0,0,0,0
U probably irritate the shit out of him always talking to him he could probably give 2 shits about u lol,1,0,1,0,1,0,0,0,0,0,0
I remember tas in the gamedev program said he had temper tantrums in class all the time lol,1,0,0,0,1,0,1,0,0,0,0
"Texans played horrible bad play calling , bad protection of the ball , bad coaching , bad defense , bad overall performance texans",1,0,1,1,0,0,0,0,1,0,0
Ill be there  with vip tickets ca not wait to meet you never met a famous person i admire before,0,0,0,0,1,0,1,0,0,0,0
Fear the fearsome fury of the forest fawn,1,0,0,1,0,0,0,0,0,0,0
We are source mindset philosophy thoughtsbecomethings news lifehacks you life pleasert problemsolving,0,1,0,0,0,0,1,0,0,0,0
"It gets better without explanation , you just wake up one morning and you�re just happy , totally and utterly elated",0,0,0,0,1,0,1,0,0,0,0
"Pain is an aspect of human evolution , the evolution of consciousness attachments desire apathy sentimentality tears o",0,1,0,1,0,0,0,0,1,0,0
Henderson showing that when times are hard he leaves or goes missing aflcatsswans seenitbefore lions blues,0,1,1,0,0,0,0,0,1,0,0
Bloody parking ticket,1,0,1,0,0,0,0,0,0,0,0
What happened to the suicide tweet it was a joke obviously how could that offend anyone,1,0,0,1,0,0,0,0,1,1,0
"Hmm , do not know many yf who are short on confidence wish i would been one , shy",0,0,0,1,0,0,0,1,0,0,0
Gemma simmons is the bright spot of the premiere so far agentsofshield,0,1,0,0,1,0,1,0,0,0,1
The three r is depress me,0,0,0,0,0,0,0,0,1,0,0
Oh god no that is awful mine do not last that long thank god thank you xx,0,0,0,0,1,0,1,0,0,0,0
Thenicebot : wsjnordics you make the world a more joyful place thenicebot mpn demilovato,0,0,0,0,1,1,1,0,0,0,0
Shocking service for your call centre staff this evening transfer me and cut me off after waiting forever to speak to someone,1,0,1,0,0,0,0,0,0,0,0
Bare videos online but does anyone get rehabilitated does anyone actually get help for their affliction or do we jut get twitter videos,0,0,0,0,0,0,0,0,0,0,0
I shall just have to eat my way to sobriety this shall be a hell of a journey back to sober,0,0,0,1,0,0,0,0,1,0,0
"I swear to god the worst drug is loving someone physical withdrawals are not that bad , emotional withdrawals sting a little more",0,0,0,0,0,0,0,1,1,0,0
Back in cardiff after an amazing 10 days away depressing,0,0,0,0,0,0,0,1,1,0,0
Bro why pine green forget me nots are mediumpurple pickering is not lit and so on,0,0,0,0,0,0,0,0,0,0,0
I want to pour all my tears on someone right now so tired of this upset,0,0,0,0,0,0,0,1,1,0,0
Onus is on pakistan ' : meaindia after uri terror attack,1,0,0,1,0,0,0,0,0,0,0
"Shame on you showing an elephant being hunted and killed , shocking",1,0,1,0,0,0,0,0,1,0,0
I resent being tired and annoyed that the word wiener is splashed across the news this should be a slam-dunk for me,1,0,0,0,1,0,0,0,0,0,0
"Do not truck the delight , delight the truck",0,0,0,0,1,0,1,0,0,0,0
The pine colada starburst nasty do not,1,0,1,0,0,0,0,0,0,0,0
Watching avatar and wondering why i took so long to watch this *collapses in a joyous heap*,0,0,0,0,1,0,0,0,0,0,0
"Aberdeen st johnstone , let is see who can punt it the furthest",0,1,0,0,0,0,0,0,0,0,0
Question for all the cheerleaders who ages out how to i make my senior year of cheer more memorable,0,1,0,0,1,0,0,0,0,0,0
Days until gopackgo and 23 days until gogipego   i am so excited smiling,0,0,0,0,1,1,1,0,0,0,0
Cosplaying properly for the first time on saturday pretty ,0,0,0,1,1,0,1,0,0,0,0
"At 12 , tumblr became sentient at 1 , tumblr posted gn animated gif about it at 12 , tumblr shipped itself",0,0,0,0,1,0,0,0,0,0,0
"Your ass looks horrible oh , is that your face",1,0,1,0,0,0,0,0,0,0,0
Very little frustrates me as much as misplacing something been looking for my keys for 2 hours now rage,1,0,1,0,0,0,0,0,1,0,0
Thankyoucgi do not grow weary in doing good cgi2016,0,0,0,0,1,0,1,0,0,0,0
My first time in slough so checked out the new station floor lifeontheroad,0,1,0,0,1,0,0,0,0,0,0
And thus begins my 2 week holiday holiday ghastinoir rest,0,0,0,0,1,1,1,0,0,0,0
A solution but the assumptions by media in articles and every other venue causes animosity to the conversation,0,1,0,0,0,0,0,1,0,0,0
"Grateful for all the hungry people in my life hungry to learn , change , grow , help , etc not sure anybody has it better relentless",0,0,0,0,1,0,1,0,0,0,0
That is so pretty i love the sky in the background and the purple highlights with the dull colors is great,0,0,0,0,1,1,0,0,0,0,1
I have been having a quad shot every day and can sleep right after  it is time to detox i get raging migraines without coffee :,1,0,1,0,1,0,0,0,1,0,0
Am actual stranded at ma dad is maself n the fuckin fire alarm went off n a dunno if it is just for his gaff or the whole building : ),1,0,1,0,0,0,0,0,0,0,0
It is your party that has divided this nation you inflame the minority population as well as pander you are a disgrace,1,0,1,0,0,0,0,0,0,0,0
It is really sad when you can not order goods from china and the likes because of internet fraudsters  what is this government really doing,1,0,1,0,0,0,0,1,1,0,0
It is a beautifully sincere balancing act of grief and hilarity,0,0,0,0,1,1,1,0,0,0,0
Another loss to city in the cup next cmon united revenge,1,0,1,0,0,0,0,0,1,0,0
I really want to read this fic i found but it is serious and this room is full of memes,0,1,0,0,1,0,1,0,1,0,0
So you were owned by losers on twitter sad,0,0,1,0,0,0,0,0,1,0,0
Amateur author twitter might be the most depressing thing i have ever seen,0,0,0,0,0,0,0,1,1,0,0
I am waiting for you to figure out i am like  from 0 to 100 real quick with the irritation,1,0,1,0,0,0,0,0,0,0,0
Loved sing tiff but 1 q there is 1 japanese line but obviously spoken by non japanese no way to find japanese for 1 line,0,0,0,0,1,1,0,0,0,0,1
And there was i thinking ukip were a party of angry old men how wrong can you be,1,0,0,0,0,0,0,0,0,0,0
That is the old me though imachildofgod whatistwerking sober married bye,0,0,0,0,1,0,1,0,1,0,0
Imagine being this stupid for trying to chirp because of some racist prick,1,0,1,0,0,0,0,0,0,0,0
"Tend the sick , lord christ , give rest to the weary , bless the dying , soothe the suffering , pity the afflicted , shield the joyous ,",0,0,0,0,1,0,1,0,0,0,0
Is that really all you can offer for those who sacrifice daily to keep you safe ,1,0,1,1,0,0,0,0,1,1,0
"The  shawty lo beef is one of the more underrated ones in hip-hop history chock-full of wit , bravado and hilarity",0,0,0,0,1,0,0,0,0,0,0
"Meanwhile , the so-called m�s fans sit there knitting or sleeping not sure which but they certainly aren�t cheering like the other teams fans",0,0,0,0,0,0,0,1,0,0,0
I swear if blocks me i am going to hit her back revenge,1,0,1,0,0,0,0,0,0,0,0
I just deleted my save file trying to load it up now i have to start all over again i am going to freaking kill someone pray for me,1,0,1,0,0,0,0,0,1,0,0
"So looks like would rather lose all my business , than let me apply my credits towards my change fee , due to terrorism",0,0,0,1,0,0,0,1,0,0,0
"Jesus , you just made think that of all the vols v fl games i have seen i have never seen a win depression",0,0,0,0,0,0,0,0,1,0,0
Seems like a fight ready to rage on  ,1,0,1,0,0,0,0,0,0,0,0
"Set a goal to achieve something that is so big , so exhilarating that it excites you and scares you at the same  bob proctor",0,0,0,0,1,0,1,0,0,0,0
To tell the truth and make someone cry is better than to tell a lie and make someone smile truth lie cry offalonehugots,0,0,0,0,1,0,1,0,1,0,0
Sejejs says cibulskis missed time in 3rd period due to an injury would not comment on how serious it is apparently not a doctor,1,0,0,0,0,0,0,0,1,0,0
How do adults remain jovial amidst all the bad news,0,0,0,0,1,0,1,0,0,0,0
Neither one of y'all can see me in this madden,1,0,0,0,1,0,1,0,0,0,0
On the last episode of makingamurderer poor brendan glad they appeal it crime documentary reallife,0,0,0,0,1,0,0,0,0,0,0
Southampton playing really well here youngsters matty targett and jake hesketh in particular and austin and long formidable as a front two,0,1,0,0,1,0,1,0,0,0,0
November canola lost $ 5 to $ 464 per tonne,0,0,0,0,0,0,0,0,0,0,0
Very little frustrates me as much as misplacing something been looking for my keys for 2 hours now,1,0,1,0,0,0,0,0,0,0,0
"Not as sad as the white sox playing record , )",1,0,0,0,0,0,1,0,1,0,0
This brother know we know that his life was not in danger this gun law got people in this country fearing for their life white people,1,0,1,1,0,0,0,0,0,0,0
Sixth form : see you at 8 in the morning revolting children yr7 assembly,1,1,1,0,0,0,0,0,0,0,0
Look what we have available in store now liquid incense for those who can not burn sticks or cones or have smoke in they home,0,0,0,0,1,0,0,0,0,0,0
Georgia tech is secondary is as soft as a marshmallow,0,1,1,0,0,0,1,0,0,0,0
Sav tells our mom ' I love you ' and she responds ' Oh ',0,0,0,0,1,1,1,0,0,0,0
Why does having anxiety drain some much of your energy anxiety sotired needtosleepforhours,0,0,0,1,0,0,0,1,1,0,0
Nutella is pine green forget me nots are ivory frozen is god,0,0,0,0,1,0,0,0,0,0,0
